FID,RMSTRAFFIC,ST_RT_NO,CTY_CODE,DISTRICT_N,JURIS,SEG_BGN,OFFSET_BGN,SEG_END,OFFSET_END,SEG_PT_BGN,SEG_PT_END,SEG_LNGTH_,SEQ_NO,CUR_AADT,ADTT_CUR,TRK_PCT,WKDY_TRK_C,ADLR_TRK_C,ADLF_TRK_C,BASE_YR_CL,BASE_ADT,ADTT_BASE,WKDY_TRK_B,ADLR_TRK_B,ADLF_TRK_B,BASE_ADT_Y,DLY_VMT,DLY_TRK_VM,K_FACTOR,D_FACTOR,T_FACTOR,VOL_CNT_KE,VOL_CNT_DA,RAW_CNT_HI,TRAFF_PATT,DUR_CLS_CN,TYPE_OF_CN,DIR_IND,MSLINK,MAPID,NLF_ID,SIDE_IND,NLF_CNTL_B,NLF_CNTL_E,CUM_OFFSET,CUM_OFFS_1,RECORD_UPD,GIS_UPDATE,GIS_GEOMET,GPID,GEOMETRY_L
9472,02210400100000001011431,2104,2,11,1,10,0,10,1143,100000,101143,1143.0,1,9435,472,5,604,291,224,2019,9435,472,604,291,224,2019,2038,102,11,55,3,02210400100572,20191016,2019340,05,24,3,B,48248,102278,401,1,0,1143.0,0.0,1143.0,20191208,2019-12-08,2019-07-21,20849,466.22198330000003
9487,02097801000000010022101,0978,2,11,1,100,0,100,2210,1000000,1002210,2210.0,4,6987,427,6,547,257,197,2019,6987,427,547,257,197,2019,2928,179,11,64,3,02097801001730,20190717,2019214,05,24,2,B,186520,102278,224,1,20886,23096.0,20886.0,23096.0,20190811,2019-08-11,2019-07-21,22615,880.4539477
9498,02H00600720000009000005,H006,2,11,5,72,0,90,0,720000,900000,10137.0,4,12334,579,5,741,230,194,2019,12334,579,741,230,194,2019,23681,1112,10,55,3,02H00600720001,20190620,2019294,03,6,1,B,130283,102278,11377,1,6206,16343.0,6206.0,16343.0,20191027,2019-10-27,2019-07-21,22397,4055.2141509999997
9528,02H00800020000002000005,H008,2,11,5,2,0,20,0,20000,200000,3324.0,1,16875,379,2,485,137,120,2019,16875,379,485,137,120,2019,10631,239,10,55,1,02H00800060001,20190709,2019294,03,6,1,B,0,102278,11378,1,0,3324.0,0.0,3324.0,20191027,2019-10-27,2019-07-21,52749,1337.686127
9684,02211200110000001110291,2112,2,11,1,11,0,11,1029,110000,111029,1029.0,1,3715,250,7,320,286,199,2019,3715,250,320,286,199,2019,724,49,7,50,5,02211200200300,20191007,2019345,03,24,2,W,48274,102278,411,2,0,1029.0,0.0,1029.0,20191215,2019-12-15,2019-11-05,21307,405.254617
9777,02H13600100000001008975,H136,2,11,5,10,0,10,897,100000,100897,897.0,1,9150,153,2,196,159,113,2019,9150,153,196,159,113,2019,1556,26,7,67,1,02H13600100001,20191106,2019344,05,24,2,O,186251,102278,82814,1,0,897.0,0.0,897.0,20191215,2019-12-15,2019-11-05,21556,371.52453010000005
9971,02406300500000007026331,4063,2,11,1,50,0,70,2633,500000,702633,7171.0,3,2428,49,2,63,29,22,2019,2428,49,63,29,22,2019,3297,67,11,55,1,02406300600750,20190829,2019259,05,24,3,B,114704,102278,652,1,12403,19574.0,12403.0,19574.0,20190922,2019-09-22,2019-07-21,19869,2886.774104
10103,02401400100000004015031,4014,2,11,1,10,0,40,1503,100000,401503,8115.0,1,3979,40,1,51,23,18,2019,3979,40,51,23,18,2019,6116,61,11,50,1,02401400101766,20190424,2019141,05,24,3,B,0,102278,593,1,0,8115.0,0.0,8115.0,20190602,2019-06-02,2019-11-05,622769,3245.942443
10104,02401600100000002000001,4016,2,11,1,10,0,20,0,100000,200000,2382.0,1,10637,213,2,273,129,100,2019,10637,213,273,129,100,2019,4797,96,11,55,1,02401600101500,20190321,2019141,05,24,3,B,0,102278,594,1,0,2382.0,0.0,2382.0,20191020,2019-10-20,2019-11-05,622770,960.1341323999999
10200,02203700100000001035441,2037,2,11,1,10,0,10,3544,100000,103544,3544.0,1,3925,79,2,101,30,26,2019,3925,79,101,30,26,2019,2634,53,11,65,1,02203700101309,20190801,2019222,05,24,3,B,48080,102278,324,1,0,3544.0,0.0,3544.0,20190814,2019-08-14,2019-07-21,19372,1418.1489980000001
10266,02001906510275066112731,0019,2,11,1,651,275,661,1273,6510275,6611273,2921.0,10,12551,397,3,508,219,170,2019,12551,397,508,219,170,2019,6941,220,9,52,3,02001906610000,20191022,2019324,03,24,2,S,0,102278,74977,2,43722,46643.0,99051.0,101972.0,20191124,2019-11-24,2019-11-24,637727,1170.286153
10267,02083704900000050400001,0837,2,11,1,490,0,504,0,4900000,5040000,4097.0,11,18689,926,5,1185,1013,705,2019,18689,926,1185,1013,705,2019,14503,719,8,80,5,02083705000450,20191002,2019324,03,24,2,B,0,102278,207,1,46017,50114.0,101576.0,105673.0,20191124,2019-11-24,2019-11-24,637747,1627.013287
10268,02083705040000051000001,0837,2,11,1,504,0,510,0,5040000,5100000,2206.0,12,9345,463,5,593,507,353,2019,9345,463,593,507,353,2019,3906,194,8,80,5,02083705000450,20191002,2019324,03,24,2,N,0,102278,207,1,50114,52320.0,105673.0,107879.0,20191124,2019-11-24,2019-11-24,637748,874.7113722999999
10278,02204801110000012107601,2048,2,11,1,111,0,121,760,1110000,1210760,2117.0,6,16077,841,5,1076,774,543,2019,16077,841,1076,774,543,2019,6447,337,10,55,3,02204801111058,20190627,2019282,03,6,1,W,48143,102278,344,2,22719,24836.0,22719.0,24836.0,20191201,2019-12-01,2019-11-05,19940,838.1035202
10285,02207000100000002000001,2070,2,11,1,10,0,20,0,100000,200000,2713.0,1,504,25,5,32,17,13,2019,504,25,32,17,13,2019,259,13,11,55,3,02207000101056,20190815,2019259,05,24,3,B,48191,102278,372,1,0,2713.0,0.0,2713.0,20190922,2019-09-22,2019-07-21,19949,1083.0845669999999
10307,02H26400100000001029045,H264,2,11,5,10,0,10,2904,100000,102904,2904.0,1,4603,230,5,294,144,110,2019,4603,230,294,144,110,2019,2532,127,11,55,3,02H26400100001,20190917,2019271,05,24,3,B,108065,102278,12879,1,0,2904.0,0.0,2904.0,20190929,2019-09-29,2019-07-21,19462,1169.700367
10311,02H30300100000002024285,H303,2,11,5,10,0,20,2428,100000,202428,7444.0,1,5246,197,4,252,153,111,2019,5246,197,252,153,111,2019,7397,278,9,75,4,02H30300100001,20190718,2019232,05,24,2,B,0,102278,41400,1,0,7444.0,0.0,7444.0,20191124,2019-11-24,2019-11-24,637780,3002.756397
10460,02401700100000001001791,4017,2,11,1,10,0,10,179,100000,100179,179.0,2,12086,604,5,773,374,287,2019,12086,604,773,374,287,2019,411,21,11,55,3,02401700100100,20191029,2019313,05,24,3,B,141006,102278,595,1,379,558.0,379.0,558.0,20191110,2019-11-10,2019-07-21,20626,78.40663628
10598,02300400703685010019671,3004,2,11,1,70,3685,100,1967,703685,1001967,8828.0,3,14002,719,5,920,1040,702,2019,14002,719,920,1040,702,2019,23411,1202,8,63,6,02300401000000,20190709,2019201,05,24,2,B,188451,102278,433,1,17626,26454.0,17626.0,26454.0,20190728,2019-07-28,2019-11-05,20647,3520.845683
10755,02H28800100000001024815,H288,2,11,5,10,0,10,2481,100000,102481,2481.0,1,2359,165,7,211,75,61,2019,2359,165,211,75,61,2019,1109,78,11,55,4,02H28800100001,20190912,2019344,05,24,3,B,2888,102278,12897,1,0,2481.0,0.0,2481.0,20191215,2019-12-15,2019-07-21,20354,961.0601154999999
10820,02204001700000017023771,2040,2,11,1,170,0,170,2377,1700000,1702377,2377.0,3,25824,1164,5,1489,939,688,2019,25824,1164,1489,939,688,2019,11621,524,10,55,2,02204001502000,20190718,2019336,03,6,1,B,48109,102278,330,1,7160,9537.0,34499.0,36876.0,20191208,2019-12-08,2019-11-05,19538,967.4318066
10867,02012100600000008000001,0121,2,11,1,60,0,80,0,600000,800000,6671.0,5,20662,1037,5,1327,403,344,2019,20662,1037,1327,403,344,2019,26096,1310,8,53,5,02012100500600,20190910,2019280,03,24,2,B,47558,102278,179,1,9315,15986.0,9315.0,15986.0,20191013,2019-10-13,2019-08-28,19521,2667.350323
10877,02401700040000001000001,4017,2,11,1,4,0,10,0,40000,100000,379.0,1,9182,231,3,296,95,80,2019,9182,231,296,95,80,2019,661,17,11,55,1,02401700040300,20190304,2019141,05,6,1,B,0,102278,595,1,0,379.0,0.0,379.0,20190602,2019-06-02,2019-07-21,622771,159.03157280000002
10878,02401800100000003000001,4018,2,11,1,10,0,30,0,100000,300000,4470.0,1,3662,110,3,141,74,57,2019,3662,110,141,74,57,2019,3102,93,11,55,2,02401800200500,20190424,2019141,05,24,3,B,0,102278,599,1,0,4470.0,0.0,4470.0,20190602,2019-06-02,2019-11-05,622772,1795.149928
10879,02401901100000011005551,4019,2,11,1,110,0,110,555,1100000,1100555,555.0,5,10178,509,5,652,313,241,2019,10178,509,652,313,241,2019,1069,53,11,55,3,02401901100200,20190508,2019141,05,24,3,B,0,102278,601,1,20632,21187.0,24081.0,24636.0,20190602,2019-06-02,2019-11-05,622773,222.411098
10972,02040001810000018112851,0400,2,11,1,181,0,181,1285,1810000,1811285,1285.0,2,4572,199,4,254,85,71,2019,4572,199,254,85,71,2019,1111,48,8,60,5,02040002101840,20190814,2019256,03,24,2,W,47688,102278,65682,2,3781,5066.0,28803.0,30088.0,20190915,2019-09-15,2019-11-05,17633,507.6258613
11097,02100600360000003600191,1006,2,11,1,36,0,36,19,360000,360019,19.0,1,1250,8,1,10,3,3,2019,1250,8,10,3,3,2019,5,0,13,69,0,02100600360010,20190904,2019259,05,24,2,B,47879,102278,240,1,0,19.0,9651.0,9670.0,20190922,2019-09-22,2019-07-21,17668,11.93141813
11174,02012100412435005125721,0121,2,11,1,41,2435,51,2572,412435,512572,2909.0,3,10070,493,5,631,203,171,2019,10070,493,631,203,171,2019,5549,272,8,53,5,02012100510600,20190910,2019280,03,24,2,S,186384,102278,180,2,3086,5995.0,3086.0,5995.0,20191013,2019-10-13,2019-08-28,17765,1161.3620720000001
11197,02100600700000008000001,1006,2,11,1,70,0,80,0,700000,800000,1976.0,3,5157,275,5,352,229,168,2019,5157,275,352,229,168,2019,1929,103,11,56,6,02100600701020,20191023,2019326,05,24,2,B,47882,102278,241,1,6420,8396.0,16090.0,18066.0,20191124,2019-11-24,2019-07-21,17060,790.7936438999999
11219,02308900820942009000001,3089,2,11,1,82,942,90,0,820942,900000,1015.0,5,2308,482,21,617,184,155,2019,2308,482,617,184,155,2019,443,93,10,63,11,02308900821250,20190905,2019281,05,24,2,N,167729,102278,541,1,22368,23383.0,22368.0,23383.0,20191013,2019-10-13,2019-11-05,17722,428.15463439999996
11237,02403500100000002025401,4035,2,11,1,10,0,20,2540,100000,202540,5691.0,1,86,9,10,12,2,2,2019,86,9,12,2,2,2019,93,10,11,73,9,02403500200000,20191015,2019340,05,24,2,B,166800,102278,620,1,0,5691.0,0.0,5691.0,20191208,2019-12-08,2019-07-21,18037,2257.197193
11254,02005104410000044114551,0051,2,11,1,441,0,441,1455,4410000,4411455,1455.0,1,3551,164,5,210,156,109,2019,3551,164,210,156,109,2019,980,45,7,66,7,02005104410500,20191001,2019324,03,24,2,S,186840,102278,164,2,0,1455.0,106798.0,108253.0,20191124,2019-11-24,2019-07-21,17365,588.1651482000001
11256,02102600100000002031901,1026,2,11,1,10,0,20,3190,100000,203190,5330.0,1,2404,72,3,92,32,27,2019,2404,72,92,32,27,2019,2426,73,11,55,2,02102600200900,20190822,2019259,05,24,3,B,89565,102278,270,1,0,5330.0,0.0,5330.0,20190922,2019-09-22,2019-07-21,17367,2139.886786
11302,02001906601040068015151,0019,2,11,1,660,1040,680,1515,6601040,6801515,5957.0,18,11641,375,3,480,223,170,2019,11641,375,480,223,170,2019,13131,423,9,53,5,02001906700000,20191022,2019326,03,24,2,N,164210,102278,71102,1,84645,90602.0,145941.0,151898.0,20191124,2019-11-24,2019-08-28,19202,2396.356998
11309,02006002000000023000001,0060,2,11,1,200,0,230,0,2000000,2300000,8450.0,11,16820,972,6,1244,596,450,2019,16820,972,1244,596,450,2019,26912,1555,8,51,5,02006002201668,20190925,2019324,03,24,2,B,47460,102278,168,1,38899,47349.0,38899.0,47349.0,20191124,2019-11-24,2019-07-21,18355,3389.1507560000005
11315,02H32600100000002000005,H326,2,11,5,10,0,20,0,100000,200000,422.0,1,1041,21,2,27,26,18,2019,1041,21,27,26,18,2019,83,2,11,55,1,02H32600100001,20190807,2019242,05,24,3,B,2922,102278,12916,1,0,422.0,0.0,422.0,20190901,2019-09-01,2019-07-21,17692,194.67680980000003
11444,02102600300000003007871,1026,2,11,1,30,0,30,787,300000,300787,787.0,1,3250,293,9,375,183,141,2019,3250,293,375,183,141,2019,484,44,11,55,5,02102600300500,20190822,2019259,05,24,3,B,47954,102278,271,1,0,787.0,5330.0,6117.0,20190922,2019-09-22,2019-07-21,17081,317.7353124
11457,02005100141610004000001,0051,2,11,1,14,1610,40,0,141610,400000,7873.0,2,12763,1537,12,1967,1256,914,2019,12763,1537,1967,1256,914,2019,19030,2292,8,57,7,02005100242010,20190916,2019317,03,24,2,N,174757,102278,161,1,2732,10605.0,2732.0,10605.0,20191117,2019-11-17,2019-11-05,17385,3146.595061
11480,02205400100000002000001,2054,2,11,1,10,0,20,0,100000,200000,1947.0,1,11368,568,5,727,352,270,2019,11368,568,727,352,270,2019,4195,210,11,55,3,02205400101500,20191008,2019292,05,24,3,B,48154,102278,352,1,0,1947.0,0.0,1947.0,20191020,2019-10-20,2019-07-21,18902,795.9263826
11571,02H91100100000002049105,H911,2,11,5,10,0,20,4910,100000,204910,10929.0,2,1637,140,9,179,38,37,2019,1637,140,179,38,37,2019,3389,290,10,51,6,02H91100200001,20190821,2019261,05,24,2,B,187081,102278,13037,1,7233,18162.0,7233.0,18162.0,20190922,2019-09-22,2019-07-21,17714,4371.430123
11583,02097801800000019000001,0978,2,11,1,180,0,190,0,1800000,1900000,2445.0,8,7309,321,4,411,326,232,2019,7309,321,411,326,232,2019,3384,149,9,57,4,02097801800250,20190717,2019214,05,24,2,B,47818,102278,224,1,37612,40057.0,37612.0,40057.0,20190811,2019-08-11,2019-07-21,18028,972.7133392000001
11725,02101902000000020000181,1019,2,11,1,200,0,200,18,2000000,2000018,18.0,1,449,22,5,28,7,7,2019,449,22,28,7,7,2019,1,0,11,55,3,02101902000009,20190822,2019259,05,24,3,B,47934,102278,259,1,0,18.0,43250.0,43268.0,20190922,2019-09-22,2019-07-21,17283,14.15216014
11815,02102900100000002035401,1029,2,11,1,10,0,20,3540,100000,203540,7040.0,1,668,60,9,77,16,15,2019,668,60,77,16,15,2019,890,80,11,55,5,02102900200591,20190827,2019259,09,24,3,B,47975,102278,275,1,0,7040.0,0.0,7040.0,20190922,2019-09-22,2019-07-21,17539,2848.987947
11857,02104000100000001002151,1040,2,11,1,10,0,10,215,100000,100215,215.0,1,1045,52,5,67,36,27,2019,1045,52,67,36,27,2019,43,2,11,55,3,02104000100108,20191016,2019292,05,24,3,B,93538,102278,286,1,0,215.0,0.0,215.0,20191020,2019-10-20,2019-07-21,17895,88.04313451
11863,02202300400000005025171,2023,2,11,1,40,0,50,2517,400000,502517,4729.0,2,4175,125,3,160,35,33,2019,4175,125,160,35,33,2019,3741,112,11,55,2,02202300500560,20190731,2019242,05,24,3,B,48055,102278,309,1,8008,12737.0,8008.0,12737.0,20190901,2019-09-01,2019-07-21,17902,1885.808186
11950,02003000200000002023661,0030,2,11,1,20,0,20,2366,200000,202366,2366.0,2,7425,729,10,933,372,292,2019,7425,729,933,372,292,2019,3326,327,8,68,10,02003000200700,20190905,2019259,07,24,2,B,148037,102278,152,1,1575,3941.0,1575.0,3941.0,20190922,2019-09-22,2019-11-05,15605,966.7194273
12137,02005001910000019108451,0050,2,11,1,191,0,191,845,1910000,1910845,845.0,1,7487,502,7,642,201,170,2019,7487,502,642,201,170,2019,1198,80,8,61,5,02005001800250,20190827,2019259,03,24,2,W,167725,102278,73322,2,0,845.0,33911.0,34756.0,20191222,2019-12-22,2019-07-21,15008,338.12950789999996
12175,02006501310525014100001,0065,2,11,1,131,525,141,0,1310525,1410000,1630.0,6,15569,492,3,630,423,300,2019,15569,492,630,423,300,2019,4811,152,9,53,3,02006501311680,20191016,2019317,03,24,2,S,47496,102278,74430,2,34125,35755.0,39477.0,41107.0,20191117,2019-11-17,2019-07-21,15359,649.7403818
12292,02H07100100000002000005,H071,2,11,5,10,0,20,0,100000,200000,2956.0,1,2300,115,5,147,68,53,2019,2300,115,147,68,53,2019,1288,64,11,55,3,02H07100100001,20190815,2019261,05,24,3,B,2680,102278,12784,1,0,2956.0,0.0,2956.0,20190922,2019-09-22,2019-07-21,15113,1192.576446
12473,02402401100000012022371,4024,2,11,1,110,0,120,2237,1100000,1202237,4171.0,1,3686,221,6,283,287,185,2019,3686,221,283,287,185,2019,2912,175,11,55,3,02402401200164,20191029,2019317,05,24,3,B,143425,102278,608,1,0,4171.0,22273.0,26444.0,20191117,2019-11-17,2019-07-21,14433,1679.5856629999998
12493,02014801412490015136871,0148,2,11,1,141,2490,151,3687,1412490,1513687,4141.0,3,5311,408,8,522,543,375,2019,5311,408,522,543,375,2019,4164,320,8,55,4,02014801512500,20191112,2019345,03,24,2,S,47607,102278,188,2,5083,9224.0,13967.0,18108.0,20191215,2019-12-15,2019-07-21,14804,1663.725355
12577,02088500400000004025101,0885,2,11,1,40,0,40,2510,400000,402510,2510.0,2,4809,191,4,244,150,110,2019,4809,191,244,150,110,2019,2284,91,8,65,3,02088500401415,20190723,2019228,05,24,2,B,47746,102278,213,1,5697,8207.0,5697.0,8207.0,20190818,2019-08-18,2019-07-21,15855,1004.539893
12600,02208200100000002200001,2082,2,11,1,10,0,22,0,100000,220000,2867.0,1,18646,1258,7,1610,1316,911,2019,18646,1258,1610,1316,911,2019,10125,683,7,66,7,02208200200600,20191105,2019331,03,24,2,B,182984,102278,386,1,0,2867.0,0.0,2867.0,20191201,2019-12-01,2019-11-05,14707,1148.0360039999998
12644,02091000110000001113771,0910,2,11,1,11,0,11,1377,110000,111377,1377.0,1,10532,431,4,552,206,166,2019,10532,431,552,206,166,2019,2749,112,8,53,3,02091000110500,20191024,2019306,05,24,2,W,47783,102278,221,2,0,1377.0,0.0,1377.0,20191105,2019-11-05,2019-07-21,16220,566.8314001
12714,02406800120000002000001,4068,2,11,1,12,0,20,0,120000,200000,500.0,1,3038,152,5,195,94,72,2019,3038,152,195,94,72,2019,289,14,11,55,3,02406800300000,20190829,2019250,05,24,3,E,168802,102278,656,1,0,500.0,0.0,500.0,20190908,2019-09-08,2019-07-21,16904,211.05903959999998
12807,02308900900000009002401,3089,2,11,1,90,0,90,240,900000,900240,240.0,6,4601,645,14,826,241,205,2019,4601,645,826,241,205,2019,207,29,10,63,11,02308900821250,20190905,2019281,05,24,2,B,167732,102278,541,1,23383,23623.0,23383.0,23623.0,20191013,2019-10-13,2019-11-05,15685,101.9974443
12930,02401901100555012013201,4019,2,11,1,110,555,120,1320,1100555,1201320,3983.0,6,4040,81,2,104,31,26,2019,4040,81,104,31,26,2019,3046,61,11,60,1,02401901102520,20190508,2019141,05,24,3,B,0,102278,601,1,21187,25170.0,24636.0,28619.0,20190602,2019-06-02,2019-11-05,622774,1598.7945339999999
12935,02402100102335002029301,4021,2,11,1,10,2335,20,2930,102335,202930,3635.0,2,5709,228,4,292,143,109,2019,5709,228,292,143,109,2019,3928,157,11,65,2,02402100202112,20190508,2019141,05,24,3,B,0,102278,603,1,2335,5970.0,2335.0,5970.0,20190602,2019-06-02,2019-11-05,622775,1461.1755210000001
12950,02004803810000040100001,0048,2,11,1,381,0,401,0,3810000,4010000,1660.0,1,8677,1054,12,1349,603,460,2019,8677,1054,1349,603,460,2019,2725,331,7,60,12,02004803500150,20191008,2019317,03,24,2,S,47356,102278,58193,2,0,1660.0,14719.0,16379.0,20191117,2019-11-17,2019-07-21,14889,666.7836512
13032,02305700600000006000281,3057,2,11,1,60,0,60,28,600000,600028,28.0,1,1785,127,7,163,111,79,2019,1785,127,163,111,79,2019,9,1,11,59,2,02305700600010,20190717,2019208,09,24,2,B,48462,102278,503,1,0,28.0,11647.0,11675.0,20191020,2019-10-20,2019-07-21,22173,15.89479024
13087,02083705050000056100001,0837,2,11,1,505,0,561,0,5050000,5610000,2052.0,1,9345,463,5,593,507,353,2019,9345,463,593,507,353,2019,3635,180,8,80,5,02083705000450,20191002,2019324,03,24,2,S,0,102278,212,2,0,2052.0,23233.0,25285.0,20191124,2019-11-24,2019-07-21,56037,823.2820509
13095,02308901800000019025711,3089,2,11,1,180,0,190,2571,1800000,1902571,4788.0,3,6574,329,5,421,408,265,2019,6574,329,421,408,265,2019,5963,298,11,55,3,02308901901040,20190829,2019259,05,24,3,B,48549,102278,65531,1,16043,20831.0,39666.0,44454.0,20191222,2019-12-22,2019-12-22,22720,1917.750062
13118,02305400300000004000001,3054,2,11,1,30,0,40,0,300000,400000,3359.0,2,460,23,5,29,14,11,2019,460,23,29,14,11,2019,293,15,11,55,3,02305400301760,20190828,2019259,05,24,3,B,48455,102278,500,1,5361,8720.0,5361.0,8720.0,20190922,2019-09-22,2019-07-21,21957,1328.825857
13126,02207501001415012000001,2075,2,11,1,100,1415,120,0,1001415,1200000,4580.0,5,5565,278,5,356,148,117,2019,5565,278,356,148,117,2019,4825,241,11,55,3,02207501101182,20190605,2019172,05,24,3,B,48206,102278,378,1,25600,30180.0,25600.0,30180.0,20190708,2019-07-08,2019-07-21,22226,1843.930457
13198,02088502010000020101601,0885,2,11,1,201,0,201,160,2010000,2010160,160.0,1,11714,649,6,830,513,373,2019,11714,649,830,513,373,2019,351,19,7,60,4,02088501901000,20191009,2019317,03,24,2,S,47762,102278,216,2,0,160.0,9651.0,9811.0,20191117,2019-11-17,2019-07-21,22254,64.0216248
13240,02H05301600000016031685,H053,2,11,5,160,0,160,3168,1600000,1603168,3168.0,5,17739,710,4,909,305,254,2019,17739,710,909,305,254,2019,10643,426,11,55,2,02H05301600001,20190919,2019344,05,24,3,B,186963,102278,11391,1,18891,22059.0,18891.0,22059.0,20191215,2019-12-15,2019-07-21,23210,1274.697932
13298,02103300100000002000001,1033,2,11,1,10,0,20,0,100000,200000,1842.0,1,526,21,4,27,8,7,2019,526,21,27,8,7,2019,184,7,11,55,2,02103300300800,20190822,2019259,05,24,3,B,0,102278,279,1,0,1842.0,0.0,1842.0,20200105,2020-01-05,2020-01-05,640603,738.6152568
13302,02102800500000006000001,1028,2,11,1,50,0,60,0,500000,600000,1782.0,3,3915,196,5,251,269,172,2019,3915,196,251,269,172,2019,1323,66,11,55,3,02102800600000,20190827,2019259,07,24,3,B,0,102278,273,1,10927,12709.0,10927.0,12709.0,20200105,2020-01-05,2020-01-05,640588,714.9427327999999
13303,02102800600000009000901,1028,2,11,1,60,0,90,90,600000,900090,8873.0,4,3915,196,5,251,269,172,2019,3915,196,251,269,172,2019,6577,329,11,55,3,02102800600000,20190827,2019259,05,24,3,B,0,102278,273,1,12709,21582.0,12709.0,21582.0,20200105,2020-01-05,2020-01-05,640589,3560.447835
13317,02307400100000003000001,3074,2,11,1,10,0,30,0,100000,300000,7381.0,1,6632,332,5,425,475,304,2019,6632,332,425,475,304,2019,9272,464,11,55,3,02307400101750,20190829,2019266,05,24,3,B,48513,102278,525,1,0,7381.0,0.0,7381.0,20190929,2019-09-29,2019-07-21,23485,2945.161299
13334,02304801810000018104901,3048,2,11,1,181,0,181,490,1810000,1810490,490.0,1,1673,67,4,86,55,41,2019,1673,67,86,55,41,2019,156,6,11,55,2,02304801700000,20190827,2019259,05,24,3,W,48424,102278,488,2,0,490.0,0.0,490.0,20190922,2019-09-22,2019-07-21,22523,203.0599439
13382,02200100700000008000001,2001,2,11,1,70,0,80,0,700000,800000,2359.0,4,528,48,9,61,32,24,2019,528,48,61,32,24,2019,236,21,11,55,5,02200100300000,20190724,2019232,05,24,3,B,0,102278,288,1,22995,25354.0,22995.0,25354.0,20200105,2020-01-05,2020-01-05,640616,940.2334591
13383,02200500500000006000001,2005,2,11,1,50,0,60,0,500000,600000,3683.0,2,157,24,15,31,17,13,2019,157,24,31,17,13,2019,110,17,11,55,8,02200500700000,20190724,2019232,09,24,3,B,0,102278,293,1,10473,14156.0,10473.0,14156.0,20200105,2020-01-05,2020-01-05,640619,1468.7507890000002
13421,02202700300835007006181,2027,2,11,1,30,835,70,618,300835,700618,7070.0,2,940,66,7,84,41,32,2019,940,66,84,41,32,2019,1259,88,11,70,4,02202700501267,20190731,2019228,05,24,3,B,186244,102278,314,1,5163,12233.0,5163.0,12233.0,20190818,2019-08-18,2019-11-05,21703,2844.210502
13432,02200500600000007017391,2005,2,11,1,60,0,70,1739,600000,701739,5548.0,3,157,24,15,31,17,13,2019,157,24,31,17,13,2019,165,25,11,55,8,02200500700000,20190724,2019232,05,24,3,B,0,102278,293,1,14156,19704.0,14156.0,19704.0,20200105,2020-01-05,2020-01-05,640620,2213.02002
13433,02200900100805002000001,2009,2,11,1,10,805,20,0,100805,200000,3096.0,2,170,31,18,40,20,15,2019,170,31,40,20,15,2019,100,18,11,55,9,02200900101600,20190725,2019232,09,24,3,B,0,102278,297,1,805,3901.0,805.0,3901.0,20200105,2020-01-05,2020-01-05,640621,1229.733029
13437,02310800100000003013001,3108,2,11,1,10,0,30,1300,100000,301300,4496.0,1,2591,104,4,133,65,50,2019,2591,104,133,65,50,2019,2208,89,11,55,2,02310800300227,20190509,2019138,09,24,3,B,0,102278,563,1,0,4496.0,0.0,4496.0,20190526,2019-05-26,2019-11-05,622315,1789.290057
13442,02310800301300004029151,3108,2,11,1,30,1300,40,2915,301300,402915,4953.0,2,3415,102,3,131,67,51,2019,3415,102,131,67,51,2019,3203,96,11,70,2,02310800401309,20190509,2019138,09,24,3,B,0,102278,563,1,4496,9449.0,4496.0,9449.0,20190526,2019-05-26,2019-07-21,622316,1979.8113190000001
13489,02200900200000003034631,2009,2,11,1,20,0,30,3463,200000,303463,5764.0,3,170,31,18,40,20,15,2019,170,31,40,20,15,2019,186,34,11,55,9,02200900101600,20190725,2019232,05,24,3,B,0,102278,297,1,3901,9665.0,3901.0,9665.0,20200105,2020-01-05,2020-01-05,640622,2288.751668
13495,02H07800600000008005285,H078,2,11,5,60,0,80,528,600000,800528,4487.0,4,18354,808,4,1034,286,252,2019,18354,808,1034,286,252,2019,15601,687,9,85,4,02H07800600001,20191030,2019344,03,24,2,B,0,102278,74775,1,8234,12721.0,8234.0,12721.0,20191215,2019-12-15,2019-07-21,52751,1762.9738510000002
13527,02304400100000002011451,3044,2,11,1,10,0,20,1145,100000,201145,3038.0,1,3390,84,2,108,20,20,2019,3390,84,108,20,20,2019,1949,48,11,55,1,02304400100500,20190530,2019200,05,6,1,B,48407,102278,478,1,0,3038.0,0.0,3038.0,20190728,2019-07-28,2019-07-21,22319,1216.210858
13534,02201100600000006029201,2011,2,11,1,60,0,60,2920,600000,602920,2920.0,1,400,24,6,31,17,13,2019,400,24,31,17,13,2019,221,13,11,55,3,02201100700000,20190725,2019232,09,24,3,B,0,102278,87612,1,0,2920.0,8550.0,11470.0,20200105,2020-01-05,2020-01-05,640623,1175.7401730000001
13535,02201100602920007018501,2011,2,11,1,60,2920,70,1850,602920,701850,2704.0,2,400,24,6,31,17,13,2019,400,24,31,17,13,2019,205,12,11,55,3,02201100700000,20190725,2019232,05,24,3,B,0,102278,87612,1,2920,5624.0,11470.0,14174.0,20200105,2020-01-05,2020-01-05,640624,1088.3700820000001
13536,02302800300000005000001,3028,2,11,1,30,0,50,0,300000,500000,7283.0,1,849,36,4,46,9,9,2019,849,36,46,9,9,2019,1171,50,20,79,3,02302800401837,20190716,2019214,05,24,2,B,0,102278,459,1,0,7283.0,7561.0,14844.0,20200105,2020-01-05,2020-01-05,640634,2911.898483
